Age,Experience_Years,Salary,City,Education_Level,Performance_Score,Working_Hours_Per_Week,Random_Noise_Text
43.0,9.0,52135.0,Chennai,Masters,7.604675620168454,36.0,
64.0,0.0,171064.0,Delhi,Bachelors,4.583316108051217,55.0,
66.0,39.0,174850.0,Kolkata,Masters,3.922311665355989,67.0,
69.0,33.0,80123.0,Mumbai,Masters,2.9528857700449307,20.0,
21.0,13.0,195031.0,Bhubaneswar,Bachelors,3.9929583812834366,20.0,zvkDxVkg
45.0,17.0,58334.0,Bhubaneswar,,,51.0,BroNBxmn
23.0,4.0,40994.0,Mumbai,,7.836870294626439,,clBIGHOQ
58.0,10.0,159741.0,Chennai,masters ,1.4538239649731661,68.0,
35.0,36.0,169941.0,Bhubaneswar,Masters,9.909640742647674,46.0,
33.0,25.0,85738.0,Kolkata,Bachelors,3.8214673309880225,34.0,PwFzephR
38.0,28.0,150167.0,Mumbai,PhD,5.219795365490171,59.0,evJbGBoL
24.0,2.0,175938.0,Kolkata,PhD,5.689428926175935,68.0,fhMzgXTg
27.0,19.0,184813.0,Bhubaneswar,Diploma,1.2471978298658333,22.0,
58.0,5.0,79413.0,Mumbai,PhD,,37.0,LCaNjgmz
33.0,37.0,147113.0,Kolkata,Masters,3.6405720537643536,68.0,
67.0,,82496.0,  mumbai  ,Bachelors,9.054193155017604,28.0,
61.0,32.0,148065.0,Chennai,Bachelors,2.04990386337052,66.0,
37.0,5.0,122649.0,Bhubaneswar,PhD,3.3716345381081716,48.0,
23.0,28.0,108121.0,Mumbai,Masters,5.771861827347043,68.0,
40.0,25.0,199966.0,Mumbai,PhD,6.732015358427996,64.0,
48.0,30.0,27825.0,Kolkata,Masters,5.715655619633974,67.0,
21.0,27.0,112192.0,Mumbai,Masters,6.809551412592663,53.0,oHRGyRVj
52.0,36.0,125287.0,Chennai,Bachelors,4.157576042353562,58.0,
28.0,6.0,158375.0,Kolkata,PhD,4.999514788777186,53.0,
52.0,28.0,186773.0,Kolkata,PhD,6.417625508776362,56.0,
40.0,,156400.0,Bhubaneswar,PhD,unknown,63.0,
58.0,28.0,172714.0,Chennai,masters ,9.549367279093275,39.0,
33.0,20.0,173686.0,Mumbai,Masters,9.924316585110143,44.0,sLgupxmN
19.0,22.0,20315.0,Mumbai,PhD,1.2825835213633416,69.0,
61.0,25.0,174147.0,Delhi,Masters,1.711984053432204,,
33.0,21.0,,Chennai,Masters,9.496898924427644,45.0,lVCieuPd
60.0,3.0,24902.0,Delhi,Diploma,6.2912614177356305,48.0,
,14.0,68069.0,Delhi,Diploma,7.317169681412871,42.0,
26.0,28.0,24567.0,Mumbai,PhD,8.989271655138719,69.0,
18.0,28.0,48234.0,Chennai,Masters,4.268678056173911,30.0,
39.0,0.0,139688.0,Bhubaneswar,Masters,5.239289328988128,55.0,
26.0,5.0,174026.0,Bhubaneswar,Diploma,8.829392010741199,49.0,
54.0,13.0,182557.0,Chennai,Masters,4.873572903757793,45.0,
43.0,8.0,156762.0,Mumbai,Diploma,2.0401300338823685,37.0,YkVULBKJ
31.0,25.0,79115.0,Delhi,PhD,2.476035025534596,45.0,
27.0,7.0,167558.0,Kolkata,Bachelors,8.426010200675528,33.0,
41.0,11.0,115983.0,Mumbai,Masters,8.29314013009018,47.0,
23.0,36.0,178020.0,Kolkata,Masters,3.9286584522608328,50.0,
52.0,,196800.0,Delhi,Diploma,2.3364705114938418,46.0,oSsFkeZo
,0.0,136779.0,Delhi,Diploma,4.663586727787521,44.0,
27.0,21.0,141563.0,Kolkata,PhD,,39.0,MoRWQeej
40.0,13.0,146566.0,Chennai,Bachelors,4.393574100853417,,AUKnDQyq
29.0,,89878.0,Chennai,Diploma,3.990016282783815,24.0,
36.0,25.0,198633.0,Delhi,Bachelors,,59.0,
55.0,36.0,,Chennai,Bachelors,8.999758544154167,,
50.0,34.0,51285.0,Bhubaneswar,Bachelors,3.3002291203962715,43.0,
40.0,6.0,117925.0,Mumbai,PhD,6.020452919243914,37.0,
48.0,23.0,76763.0,Mumbai,Diploma,6.975579879834454,35.0,
54.0,23.0,62044.0,Chennai,Masters,5.282229302644027,48.0,PwcYScCc
21.0,21.0,157510.0,Kolkata,PhD,,25.0,
33.0,,67276.0,Mumbai,Bachelors,3.0685071804358417,27.0,
35.0,7.0,147539.0,Mumbai,Bachelors,6.243299962845271,36.0,
55.0,16.0,117164.0,Bhubaneswar,Bachelors,7.691603927610438,44.0,
22.0,39.0,163994.0,Chennai,Bachelors,3.0786625634569504,34.0,
35.0,31.0,79888.0,Delhi,Diploma,7.028731397369414,28.0,
18.0,6.0,167904.0,Kolkata,Bachelors,,47.0,
33.0,32.0,80424.0,Delhi,Diploma,9.012415944630122,63.0,
35.0,7.0,28752.0,Bhubaneswar,PhD,5.819246463421536,50.0,BzaMDKOH
28.0,10.0,42614.0,Bhubaneswar,Bachelors,8.440968248588463,28.0,
25.0,24.0,44802.0,Delhi,Bachelors,6.698095826282193,,
65.0,8.0,149459.0,Mumbai,Diploma,1.8163776196476993,54.0,
64.0,33.0,157312.0,Bhubaneswar,,6.998551993282021,48.0,
67.0,21.0,111251.0,Chennai,PhD,5.727310511165629,57.0,
62.0,4.0,100699.0,  mumbai  ,Bachelors,7.971304669558793,45.0,odxPxMlI
38.0,20.0,116382.0,Delhi,Masters,4.668462397601185,37.0,
42.0,19.0,48337.0,Chennai,PhD,5.011510947611026,65.0,
66.0,11.0,159199.0,Bhubaneswar,PhD,5.219072296607322,43.0,
25.0,11.0,162637.0,Chennai,Diploma,6.732518636099279,40.0,
65.0,11.0,,Delhi,Diploma,5.235392380087663,33.0,
59.0,37.0,22539.0,Kolkata,PhD,7.265894070961471,56.0,
,26.0,144657.0,Delhi,,8.971929169539841,40.0,
62.0,12.0,153135.0,Bhubaneswar,Diploma,7.359731317468558,34.0,
49.0,14.0,36003.0,Chennai,PhD,6.081275323178311,68.0,
23.0,23.0,104300.0,Mumbai,PhD,2.7122759319377514,37.0,
40.0,2.0,147710.0,,Bachelors,7.718598396900863,64.0,
65.0,,114534.0,Kolkata,Masters,1.739418229227959,52.0,MGmXLsGy
47.0,11.0,1694565.0,Chennai,PhD,5.033814810005854,65.0,OEODMwHR
23.0,14.0,28484.0,Bhubaneswar,PhD,1.207900659260781,62.0,
63.0,0.0,76052.0,Kolkata,Masters,5.517992282896376,55.0,
62.0,27.0,164626.0,Kolkata,PhD,4.240073020845054,28.0,
68.0,26.0,170050.0,Chennai,Bachelors,5.920055395227063,26.0,
33.0,28.0,111529.0,Mumbai,Diploma,9.126922924014574,34.0,ytHcEByJ
43.0,20.0,39062.0,Mumbai,Masters,1.7604227364044576,61.0,JKNQnlAp
47.0,14.0,40163.0,Kolkata,Diploma,8.274026793976413,51.0,gRhZdTCl
28.0,1.0,64560.0,,Bachelors,6.48956062977459,28.0,
50.0,13.0,194540.0,Chennai,Diploma,4.096329517387712,50.0,GrXuyKbj
48.0,3.0,112304.0,Mumbai,Diploma,3.0464722341583608,68.0,
44.0,9.0,94397.0,Delhi,Masters,7.552404368419159,46.0,
23.0,24.0,25051.0,,PhD,5.0300803451898535,,
67.0,1.0,123258.0,Mumbai,PhD,2.1092956138230496,68.0,
,13.0,125364.0,Mumbai,Diploma,8.707782445168748,37.0,
27.0,29.0,104751.0,Delhi,Bachelors,7.193126423811648,,
21.0,37.0,37942.0,Mumbai,masters ,2.0985585032812337,51.0,
58.0,15.0,81557.0,Bhubaneswar,Bachelors,9.169693185988589,69.0,fbhNZFPT
,12.0,30346.0,Chennai,PhD,5.628664817349268,,
49.0,11.0,67995.0,Chennai,Bachelors,3.4036396839935303,31.0,
33.0,33.0,175859.0,Bhubaneswar,Diploma,3.001839453376974,21.0,lypTKxYi
49.0,22.0,41249.0,Bhubaneswar,Diploma,5.188425627717819,28.0,WFqLypqB
41.0,35.0,38224.0,Kolkata,Masters,2.889555604183546,57.0,
39.0,27.0,166977.0,Kolkata,,9.056116203791024,49.0,
31.0,23.0,130532.0,Chennai,Bachelors,7.8753619314851635,,UTXmHkYf
42.0,12.0,155097.0,Kolkata,Bachelors,5.231929705523185,50.0,
56.0,28.0,66676.0,Bhubaneswar,Diploma,3.8811294285223936,,
36.0,37.0,136722.0,Kolkata,PhD,2.7740569781822053,64.0,NRMyPdGt
54.0,9.0,96202.0,Bhubaneswar,Bachelors,7.624081933714025,34.0,hDtlFsew
62.0,36.0,89282.0,,Diploma,2.024231753179589,49.0,
61.0,21.0,184299.0,Kolkata,PhD,6.19490735525243,31.0,emXgmZLi
69.0,12.0,100957.0,,PhD,7.957558584251122,43.0,gfPomQYO
68.0,17.0,29431.0,Kolkata,Diploma,8.60231988450985,40.0,
31.0,,68603.0,Chennai,Masters,6.1185871251154635,69.0,HpjVEFuj
32.0,6.0,,  mumbai  ,Masters,3.299660465337973,24.0,
,37.0,46088.0,  mumbai  ,,2.054699058526453,25.0,AnJDYARG
43.0,9.0,95253.0,Kolkata,PhD,8.525566058018358,67.0,cncyBVZw
31.0,10.0,123027.0,Delhi,Bachelors,6.00464861560708,47.0,
27.0,38.0,24220.0,Delhi,Bachelors,1.8113560336699424,33.0,
47.0,22.0,65461.0,Chennai,PhD,5.92803729886987,64.0,
64.0,28.0,162841.0,Bhubaneswar,Diploma,3.416022788260654,58.0,
43.0,22.0,176491.0,,PhD,1.0970490045003705,46.0,XqGTZRpD
60.0,36.0,93509.0,Bhubaneswar,Masters,3.9875900775472357,21.0,qwgoIrSQ
24.0,1.0,107691.0,Chennai,Diploma,4.7677334782108485,57.0,zHAoWYUS
42.0,16.0,72451.0,Mumbai,PhD,8.237606886497993,47.0,
64.0,33.0,109272.0,Delhi,Diploma,5.775920101702632,27.0,
59.0,24.0,29839.0,Kolkata,Bachelors,1.7521798523960075,53.0,
50.0,8.0,801780.0,Bhubaneswar,Masters,5.185382479227122,28.0,
33.0,30.0,157415.0,Delhi,PhD,6.346669395551465,31.0,
57.0,34.0,156268.0,Bhubaneswar,PhD,7.351320762697618,41.0,SxwkccDl
58.0,8.0,98580.0,Chennai,Bachelors,1.3643924201685966,52.0,
32.0,21.0,33982.0,,Bachelors,5.5071970126062615,45.0,
21.0,15.0,172292.0,Delhi,Diploma,6.241873222074085,35.0,
66.0,2.0,90278.0,Bhubaneswar,Diploma,8.839004202363489,62.0,
55.0,6.0,22283.0,Chennai,Masters,4.353953462560117,63.0,qFWOvzjh
20.0,13.0,75450.0,,Masters,3.671826756412642,56.0,
65.0,35.0,184895.0,Kolkata,Bachelors,5.20189135872997,64.0,
68.0,31.0,186488.0,,Bachelors,1.001160567867065,59.0,
53.0,26.0,132007.0,Bhubaneswar,Bachelors,8.158655160860386,67.0,
62.0,,96511.0,Kolkata,Diploma,4.630803717615662,62.0,iKDRegZY
29.0,,175341.0,Mumbai,Masters,6.764589338755071,28.0,yPTmBKEQ
20.0,24.0,182984.0,,PhD,9.431636329832955,,
41.0,12.0,38211.0,Mumbai,PhD,8.968883738748454,39.0,
46.0,35.0,50472.0,Delhi,Diploma,6.357880280003672,60.0,FBLResOI
57.0,20.0,,Chennai,Diploma,4.5694609964854145,38.0,
27.0,21.0,129155.0,,Diploma,8.803647695872172,56.0,BuqlUPfA
38.0,18.0,111618.0,  mumbai  ,Bachelors,8.927421614218506,57.0,
31.0,14.0,104052.0,Bhubaneswar,Bachelors,6.185866393430413,,
35.0,4.0,64522.0,Chennai,Diploma,9.530360306483754,35.0,
24.0,25.0,190027.0,Mumbai,Diploma,3.8478745407338266,36.0,
65.0,20.0,,Delhi,Diploma,7.049376011415133,27.0,OmlGXvqv
39.0,13.0,24286.0,Mumbai,Masters,7.854773926427645,33.0,
66.0,28.0,89516.0,Mumbai,Bachelors,8.484024288302713,46.0,
33.0,36.0,171039.0,Delhi,PhD,1.163388980927475,24.0,
36.0,29.0,38936.0,Delhi,Diploma,6.792226740091445,38.0,
27.0,1.0,115461.0,Bhubaneswar,PhD,8.745073239428242,25.0,
24.0,5.0,186040.0,Bhubaneswar,Diploma,6.657588497082278,38.0,
32.0,6.0,155288.0,Mumbai,Masters,8.86668514362441,54.0,
36.0,3.0,132045.0,Mumbai,PhD,4.243746184097476,31.0,
56.0,5.0,31467.0,Mumbai,PhD,7.782548192881903,44.0,
64.0,31.0,103364.0,Bhubaneswar,Masters,3.2092052526263672,22.0,
28.0,15.0,174944.0,Mumbai,PhD,,45.0,nhMRwgFP
,2.0,102169.0,  mumbai  ,Masters,1.6885361579884095,54.0,
30.0,17.0,109314.0,Delhi,PhD,5.3945114925529225,50.0,FFyVQZYl
66.0,2.0,55166.0,Delhi,Masters,4.6082648789712675,49.0,
69.0,11.0,50373.0,Chennai,Masters,7.57742970897471,34.0,YwhwUbuD
59.0,35.0,169832.0,Bhubaneswar,Masters,9.426500564625876,,
39.0,34.0,,Delhi,Masters,3.3412096435874377,59.0,
44.0,21.0,,Delhi,Bachelors,9.048246303563435,23.0,
43.0,16.0,177505.0,Chennai,Diploma,8.982278160619416,52.0,
33.0,30.0,176571.0,Mumbai,Masters,2.1109886365883037,36.0,
45.0,9.0,82637.0,Bhubaneswar,PhD,2.651336767208055,32.0,
55.0,18.0,171780.0,Delhi,Masters,,40.0,
30.0,32.0,110640.0,Mumbai,Diploma,6.810489044640758,47.0,
hlCqe,12.0,168862.0,Bhubaneswar,Diploma,5.910739068222701,56.0,
45.0,5.0,150007.0,Chennai,PhD,6.10527940747983,65.0,
59.0,32.0,,Chennai,PhD,3.0369053069171996,55.0,
49.0,20.0,71347.0,Delhi,PhD,3.9963890234044412,46.0,akvtGDoW
18.0,13.0,187461.0,,PhD,4.26272711442769,54.0,MvxcyAyr
,22.0,,Bhubaneswar,Diploma,3.846006631458399,62.0,hhqJIZUw
54.0,14.0,77133.0,Kolkata,Bachelors,2.1328126448970375,62.0,
21.0,39.0,132171.0,,Diploma,7.744075889362614,44.0,BUVYvWQy
50.0,16.0,194166.0,Chennai,PhD,5.904071487396891,29.0,
56.0,38.0,195399.0,,,1.1845212911024556,65.0,
63.0,22.0,170902.0,Chennai,Masters,6.2842287060471875,46.0,
32.0,7.0,75119.0,Delhi,PhD,6.209914278886572,51.0,
50.0,2.0,107930.0,Mumbai,Masters,3.6605486733406973,64.0,
33.0,21.0,98393.0,Chennai,Diploma,,33.0,oOwyrtnZ
33.0,12.0,90160.0,Bhubaneswar,Diploma,8.503778556204669,42.0,
69.0,10.0,71988.0,Bhubaneswar,Diploma,4.397140474052472,35.0,
58.0,23.0,161169.0,Bhubaneswar,PhD,1.6203953536475368,35.0,
41.0,23.0,54486.0,Mumbai,Masters,4.942597506292855,46.0,
58.0,5.0,170469.0,Delhi,PhD,5.055120960472979,28.0,
68.0,30.0,197176.0,Delhi,Bachelors,2.721975505522495,39.0,
49.0,30.0,127809.0,Kolkata,Bachelors,1.9907074257592399,61.0,TphgcALe
,39.0,41902.0,Bhubaneswar,Masters,3.216409859764006,49.0,
56.0,18.0,,Delhi,Bachelors,6.159620562424303,25.0,
34.0,11.0,162769.0,Mumbai,Diploma,5.2809653759977175,,
32.0,38.0,,Kolkata,PhD,7.890135793897303,69.0,
26.0,13.0,45099.0,Delhi,PhD,7.32735140350246,30.0,
30.0,23.0,123106.0,Kolkata,PhD,8.289531442739921,40.0,
27.0,5.0,55297.0,Delhi,PhD,5.872072248613706,48.0,VjzDPSkl
36.0,37.0,119626.0,,Diploma,3.4035523811653885,37.0,LLzcMGDP
42.0,39.0,59513.0,Kolkata,PhD,1.8355085342606121,32.0,
68.0,,57705.0,Mumbai,masters ,8.009424671526194,25.0,
61.0,28.0,39348.0,Kolkata,Masters,1.8396601746847607,37.0,
34.0,18.0,174956.0,Kolkata,,2.434911204114456,31.0,OVvjKEWW
62.0,,90442.0,Bhubaneswar,Bachelors,7.96392498439345,20.0,
58.0,16.0,89245.0,Chennai,Masters,4.030113011555139,38.0,
54.0,13.0,120461.0,Delhi,Diploma,5.63852301146146,64.0,
55.0,7.0,154961.0,Bhubaneswar,Diploma,3.547110083504944,65.0,
26.0,3.0,34444.0,Chennai,,,54.0,
36.0,39.0,133949.0,Kolkata,Masters,3.1567098721990865,49.0,
54.0,7.0,105544.0,Bhubaneswar,Bachelors,2.6428604700955587,50.0,
37.0,22.0,137555.0,Kolkata,PhD,6.080158862322182,50.0,
30.0,16.0,78984.0,,Masters,2.367269970657774,,vnGodnMB
46.0,13.0,187566.0,Kolkata,Masters,3.6849482930891293,69.0,cKDbYVWm
34.0,18.0,82805.0,Mumbai,PhD,5.412818192279649,61.0,
50.0,,143107.0,Delhi,Masters,4.323313628697468,53.0,sYzkilau
44.0,15.0,77314.0,Chennai,Diploma,1.0096224547477992,,
53.0,38.0,22770.0,Bhubaneswar,PhD,5.39131347245255,39.0,
62.0,28.0,144507.0,Delhi,Bachelors,2.997993469159865,50.0,
54.0,27.0,73077.0,Delhi,PhD,4.595198784123472,24.0,ExKtvdrk
49.0,16.0,24804.0,Chennai,Diploma,9.452122513969357,43.0,
52.0,35.0,103944.0,Kolkata,PhD,6.789656213663572,39.0,
52.0,30.0,139283.0,Delhi,Masters,1.5795978025435202,25.0,
68.0,15.0,141317.0,Mumbai,Bachelors,8.717461675324282,46.0,
50.0,23.0,52895.0,Mumbai,PhD,unknown,49.0,uxLDZjem
18.0,6.0,198104.0,Mumbai,Masters,1.3616416886167295,,cRRqHLxb
66.0,5.0,155468.0,  mumbai  ,PhD,5.026893944975739,43.0,
27.0,11.0,151238.0,Delhi,PhD,8.861367063713153,40.0,
,17.0,,Kolkata,Masters,4.5151855032639485,50.0,
40.0,11.0,154644.0,Chennai,Bachelors,8.199675573754394,26.0,sUzvhybo
,18.0,125654.0,Delhi,PhD,2.5885485699130784,29.0,
60.0,1.0,23193.0,Bhubaneswar,Masters,5.455598160651963,36.0,
52.0,10.0,160712.0,Kolkata,Masters,4.671012336104882,22.0,
50.0,7.0,30856.0,Bhubaneswar,Bachelors,5.295678686776064,54.0,
33.0,29.0,,Mumbai,Diploma,5.755323394404657,52.0,
23.0,31.0,58049.0,Mumbai,Diploma,1.052269664835037,54.0,
55.0,0.0,170859.0,Delhi,PhD,2.1003303986942288,52.0,iJpFPomC
38.0,15.0,26140.0,Delhi,Bachelors,2.4015481592140926,50.0,
47.0,6.0,98381.0,Mumbai,Bachelors,5.321611715205464,35.0,
24.0,19.0,26846.0,Kolkata,,,50.0,
28.0,,40522.0,Mumbai,Masters,2.1852744386581633,31.0,
26.0,16.0,28139.0,  mumbai  ,,5.311515627367397,42.0,
66.0,14.0,38014.0,Mumbai,PhD,1.598763606256834,22.0,
29.0,7.0,61620.0,Chennai,masters ,1.103229693532995,33.0,xijoxaxA
40.0,12.0,195010.0,Chennai,Bachelors,7.579409827261404,25.0,
20.0,29.0,91332.0,Delhi,Masters,3.9929496812029694,59.0,kDuUSpDq
51.0,31.0,137379.0,Delhi,,3.160923166082808,25.0,
58.0,23.0,151460.0,Mumbai,Bachelors,1.5489010285570524,48.0,tfkjahxK
52.0,31.0,196606.0,Kolkata,PhD,4.166296478614447,20.0,
47.0,7.0,87787.0,,Masters,9.520870774013257,42.0,
41.0,33.0,190513.0,Kolkata,Bachelors,1.564004105009901,29.0,
39.0,37.0,37804.0,Chennai,Diploma,5.6653930288512715,47.0,
27.0,34.0,162267.0,Mumbai,Diploma,9.700213017142868,40.0,SSJhHDYf
41.0,28.0,,Delhi,Bachelors,6.4208262850294595,23.0,
34.0,2.0,52380.0,Delhi,Bachelors,4.9636957936757256,54.0,
,29.0,57638.0,Delhi,PhD,1.340553661381205,61.0,YauSnINp
25.0,28.0,25838.0,Kolkata,,4.295994685088488,68.0,ksIpSptH
69.0,31.0,122409.0,Kolkata,Masters,2.11662438172194,52.0,
,20.0,25390.0,Kolkata,Masters,6.02943534939104,33.0,
63.0,39.0,165484.0,Mumbai,Diploma,9.700328405801773,,
46.0,22.0,157100.0,Delhi,Bachelors,3.6439369705183644,,AlckbmQm
47.0,7.0,180769.0,Bhubaneswar,Diploma,2.4661787797587547,54.0,YgyAErrY
62.0,14.0,,Kolkata,PhD,8.610671645601833,69.0,
55.0,,46004.0,Kolkata,Masters,7.620994848255631,46.0,UijlJuIi
19.0,5.0,45658.0,Mumbai,Bachelors,9.925980868976225,59.0,tVNZXDON
22.0,39.0,112205.0,Chennai,,7.978395549334997,22.0,OomhVBAx
24.0,4.0,102391.0,Chennai,Diploma,9.755763814482123,56.0,
47.0,14.0,,Kolkata,Bachelors,,50.0,
30.0,,108215.0,,Diploma,2.1604018632282758,29.0,
46.0,10.0,42783.0,Kolkata,Bachelors,,67.0,pDFZUaTL
29.0,18.0,181482.0,Delhi,PhD,5.082441991708491,,
35.0,0.0,27755.0,Mumbai,Bachelors,7.34231898646563,40.0,
20.0,1.0,194711.0,Bhubaneswar,Bachelors,2.4663830986325928,36.0,
18.0,38.0,179163.0,Bhubaneswar,Bachelors,4.89109989942011,42.0,SjkVYDmZ
42.0,15.0,102462.0,Delhi,Bachelors,6.987975794780878,42.0,hHXCyUwq
20.0,27.0,195759.0,Delhi,Diploma,8.793637202832974,46.0,
38.0,25.0,149100.0,Mumbai,Masters,2.864519406404038,65.0,qSWxPmId
33.0,20.0,144559.0,Delhi,PhD,unknown,38.0,xcpYkbmC
30.0,11.0,122806.0,Kolkata,Diploma,6.695818228723544,39.0,
49.0,26.0,75387.0,Bhubaneswar,Diploma,,66.0,aLSrIfTT
28.0,33.0,66905.0,Mumbai,PhD,3.860983921592921,53.0,HXtgHSgT
19.0,25.0,45391.0,Mumbai,PhD,5.990858689801532,39.0,
35.0,12.0,34837.0,Bhubaneswar,Diploma,9.6693812254839,29.0,HuLbptPp
24.0,13.0,151135.0,Kolkata,Masters,8.073417528205658,41.0,UskaqLsK
23.0,32.0,144128.0,Kolkata,Bachelors,,29.0,fknezQZA
35.0,34.0,59299.0,Chennai,Masters,8.291404946022402,25.0,CGtmyDuQ
62.0,12.0,196148.0,Kolkata,Masters,3.124224241166729,42.0,wphyPyoC
34.0,10.0,179270.0,Delhi,Diploma,5.248049430406935,44.0,
31.0,15.0,184816.0,,PhD,7.718779179950629,30.0,
63.0,17.0,108437.0,,Bachelors,2.3776754771751962,53.0,
36.0,1.0,187078.0,Chennai,Bachelors,6.436024847359564,,
58.0,33.0,,Kolkata,masters ,6.581150506270752,54.0,
22.0,3.0,145560.0,Mumbai,Masters,1.1410535957688295,33.0,
38.0,20.0,20132.0,Mumbai,,2.2909045221833915,45.0,
27.0,10.0,37474.0,Bhubaneswar,PhD,1.7167684524226892,44.0,WOLOnrlO
67.0,17.0,170641.0,Chennai,Diploma,3.2449619978687374,28.0,oikrKGWS
58.0,7.0,59330.0,Bhubaneswar,Masters,4.3527288888130045,,
69.0,7.0,187814.0,Kolkata,PhD,9.7794508956516,31.0,
19.0,32.0,90034.0,Chennai,Masters,4.698870289826726,45.0,
65.0,30.0,138815.0,  mumbai  ,Masters,2.02201837476623,60.0,sHZHLyOi
18.0,28.0,25722.0,Mumbai,Bachelors,7.57062219566521,29.0,
49.0,30.0,192236.0,Kolkata,Masters,9.10146573459696,52.0,ZwqgUBCu
31.0,9.0,145713.0,Bhubaneswar,PhD,3.672674359075353,41.0,
41.0,34.0,50185.0,Bhubaneswar,Bachelors,9.276503825264264,23.0,XexxjHmg
66.0,25.0,,Mumbai,Diploma,6.6453358223044345,41.0,qzhHYuCg
24.0,12.0,104811.0,Kolkata,masters ,4.090666963033509,54.0,szjvHxxc
61.0,14.0,130295.0,Bhubaneswar,Diploma,9.937049106851093,27.0,xDWOpGTC
54.0,35.0,69245.0,Mumbai,Masters,3.3926758684822778,37.0,UMGywZMF
61.0,36.0,142455.0,Kolkata,Diploma,6.988094048825216,22.0,
24.0,32.0,155394.0,Kolkata,Diploma,,30.0,oRHtMThN
30.0,27.0,186373.0,Kolkata,Masters,5.261574082047089,37.0,
22.0,3.0,188037.0,Bhubaneswar,PhD,9.432346607901797,32.0,
62.0,21.0,70907.0,Bhubaneswar,Masters,2.8032620098298406,32.0,
38.0,14.0,102163.0,Mumbai,Diploma,3.259154426733274,35.0,
28.0,22.0,159258.0,Mumbai,Bachelors,3.6500374014089245,,
69.0,39.0,43593.0,Mumbai,PhD,3.45485909977339,39.0,
51.0,3.0,197422.0,Bhubaneswar,masters ,2.2357623697949016,25.0,
47.0,6.0,46199.0,Mumbai,PhD,2.3218175091004047,33.0,
38.0,4.0,162953.0,Delhi,Masters,7.56092133219492,44.0,rbancTAB
45.0,17.0,92914.0,Bhubaneswar,Bachelors,2.059992265657732,44.0,
20.0,33.0,194159.0,Mumbai,Diploma,1.646636783502898,21.0,sWoewkyR
61.0,14.0,102549.0,Chennai,Diploma,3.913990686911314,46.0,
37.0,8.0,84084.0,Bhubaneswar,Masters,3.3568756677391596,41.0,qSSkPAbu
21.0,33.0,56397.0,Kolkata,Diploma,8.772673560972127,54.0,PhbLiyVP
54.0,35.0,66158.0,Kolkata,Diploma,1.210023383143667,44.0,
32.0,16.0,194311.0,Mumbai,PhD,3.7994742187900936,46.0,
46.0,35.0,179103.0,Bhubaneswar,Diploma,8.791563685619712,33.0,eSzBbgJH
44.0,15.0,,Delhi,Bachelors,9.030134151879482,24.0,
30.0,5.0,168315.0,Bhubaneswar,PhD,7.775279122502951,68.0,
62.0,2.0,171711.0,Bhubaneswar,Masters,1.4383634006352124,,
43.0,33.0,34068.0,Delhi,masters ,1.8793760905317765,55.0,
66.0,17.0,131234.0,Delhi,PhD,3.268979644016497,69.0,
67.0,38.0,170621.0,Chennai,PhD,4.292845222248056,,mxcVMBuS
41.0,26.0,78336.0,Kolkata,Diploma,4.0273189986074245,24.0,IppgOVlJ
20.0,8.0,78314.0,Delhi,PhD,3.8731238370799215,62.0,
51.0,5.0,53921.0,Delhi,Masters,3.593451597047562,57.0,
19.0,25.0,62018.0,Mumbai,PhD,5.427367692250097,59.0,
35.0,19.0,169722.0,Mumbai,PhD,3.1074885035344573,22.0,
24.0,14.0,108519.0,Delhi,,8.962608493358665,59.0,
51.0,25.0,43667.0,Mumbai,Diploma,8.00136406356866,36.0,
37.0,26.0,56454.0,Kolkata,Diploma,2.573406734458268,,
27.0,37.0,21125.0,Bhubaneswar,PhD,5.499948203091267,48.0,vXFWVkAJ
28.0,7.0,49036.0,Bhubaneswar,PhD,1.5737016933600796,26.0,
67.0,3.0,160725.0,Bhubaneswar,Masters,4.671246771454342,60.0,
24.0,,126061.0,Chennai,Diploma,3.5257310680990352,64.0,zTPDPoHC
48.0,26.0,107958.0,Bhubaneswar,PhD,,27.0,
40.0,29.0,199383.0,Chennai,Bachelors,8.670813385319581,69.0,
34.0,0.0,96045.0,Bhubaneswar,Bachelors,3.8363078725382955,24.0,
hlCqe,37.0,179087.0,Chennai,Masters,1.201203634106336,44.0,
,4.0,145138.0,Kolkata,PhD,1.132846263154436,41.0,
63.0,18.0,196445.0,Kolkata,Masters,6.242837560134188,51.0,bKeFGxNu
19.0,8.0,93230.0,Kolkata,,8.566484775331883,31.0,
23.0,4.0,80161.0,Bhubaneswar,Bachelors,3.2094045743989654,35.0,
42.0,15.0,36833.0,,Diploma,1.8700519035791956,68.0,dIfcWgWm
33.0,36.0,24453.0,Delhi,Diploma,3.268645117635222,48.0,FovDoifY
59.0,23.0,74057.0,Kolkata,Diploma,2.260298588819259,30.0,kWZnVqya
53.0,22.0,175531.0,Chennai,,7.233549782050717,53.0,aBazeMKd
22.0,34.0,46222.0,Kolkata,PhD,8.688656900605285,30.0,
28.0,31.0,183764.0,Mumbai,Bachelors,4.537970984367073,40.0,
61.0,13.0,122379.0,,Diploma,7.078446394575763,34.0,
29.0,22.0,122833.0,  mumbai  ,PhD,6.74697273858158,58.0,czPgAEgM
52.0,14.0,161786.0,Delhi,Bachelors,1.766391603608052,29.0,
